Season_EN,Season_TE,Soil_EN,Soil_TE,N,P,K,pH,Temperature,Rainfall,Humidity,Crop_EN,Crop_TE,Organic_Fertilizer_EN,Organic_Fertilizer_TE,Inorganic_Fertilizer_EN,Inorganic_Fertilizer_TE,Organic_Pesticide_EN,Organic_Pesticide_TE,Inorganic_Pesticide_EN,Inorganic_Pesticide_TE
Kharif,ఖరీఫ్,Black,నల్ల మట్టి,62,81,106,7.8,36,180,37,Banana,అరటి,Farmyard Manure,పశువుల ఎరువు,Urea,యూరియా,Garlic Spray,వెల్లుల్లి స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Zaid,జైద్,Clay,బంకమట్టి,104,105,27,6.97,31,260,42,Carrot,గాజర్,Vermicompost,వర్మి కంపోస్ట్,MOP,పొటాష్,Chili Spray,మిరప స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Kharif,ఖరీఫ్,Sandy,మణల్,54,61,111,5.68,31,158,39,Onion,ఉల్లి,Vermicompost,వర్మి కంపోస్ట్,DAP,డిఏపీ,Garlic Spray,వెల్లుల్లి స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Zaid,జైద్,Sandy,మణల్,19,68,65,7.24,36,273,67,Cucumber,దోసకాయ,Neem Cake,వేపపిండి,NPK,ఎన్‌పీకే,Neem Oil,వేప నూనె,Chlorpyrifos,క్లోరోపైరిఫాస్
Kharif,ఖరీఫ్,Red,ఎర్ర మట్టి,34,71,67,8.1,33,202,76,Gram,సెనగ,Compost,కంపోస్ట్,NPK,ఎన్‌పీకే,Chili Spray,మిరప స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Zaid,జైద్,Black,నల్ల మట్టి,71,23,47,6.99,18,58,32,Sorghum,జొన్న,Farmyard Manure,పశువుల ఎరువు,MOP,పొటాష్,Chili Spray,మిరప స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Kharif,ఖరీఫ్,Sandy,మణల్,115,104,43,8.23,35,231,38,Spinach,పాలకూర,Vermicompost,వర్మి కంపోస్ట్,MOP,పొటాష్,Chili Spray,మిరప స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Zaid,జైద్,Sandy,మణల్,120,15,37,8.32,26,250,37,Okra,బెండకాయ,Neem Cake,వేపపిండి,MOP,పొటాష్,Garlic Spray,వెల్లుల్లి స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Zaid,జైద్,Loamy,లోమీ,71,60,15,6.24,15,134,69,Garlic,వెల్లులి,Neem Cake,వేపపిండి,MOP,పొటాష్,Chili Spray,మిరప స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Kharif,ఖరీఫ్,Black,నల్ల మట్టి,68,60,108,8.0,27,75,60,Maize,మొక్కజొన్న,Compost,కంపోస్ట్,NPK,ఎన్‌పీకే,Garlic Spray,వెల్లుల్లి స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Zaid,జైద్,Sandy,మణల్,25,11,101,6.5,35,174,33,Cauliflower,కాలీఫ్లవర్,Neem Cake,వేపపిండి,Urea,యూరియా,Neem Oil,వేప నూనె,Chlorpyrifos,క్లోరోపైరిఫాస్
Zaid,జైద్,Clay,బంకమట్టి,115,55,112,6.47,29,201,58,Coriander,కొత్తిమీర,Compost,కంపోస్ట్,DAP,డిఏపీ,Chili Spray,మిరప స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Kharif,ఖరీఫ్,Loamy,లోమీ,88,108,79,7.88,23,234,39,Mango,మామిడి,Neem Cake,వేపపిండి,Urea,యూరియా,Garlic Spray,వెల్లుల్లి స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Zaid,జైద్,Red,ఎర్ర మట్టి,22,34,84,7.97,37,225,72,Cucumber,దోసకాయ,Neem Cake,వేపపిండి,Urea,యూరియా,Chili Spray,మిరప స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Zaid,జైద్,Sandy,మణల్,64,102,64,6.47,34,285,60,Bitter Gourd,కాకరకాయ,Vermicompost,వర్మి కంపోస్ట్,Urea,యూరియా,Neem Oil,వేప నూనె,Imidacloprid,ఇమిడాక్లోప్రిడ్
Rabi,రబీ,Sandy,మణల్,12,73,24,6.54,34,118,50,Groundnut,వేరుశెనగ,Compost,కంపోస్ట్,Urea,యూరియా,Neem Oil,వేప నూనె,Chlorpyrifos,క్లోరోపైరిఫాస్
Kharif,ఖరీఫ్,Red,ఎర్ర మట్టి,15,13,94,5.8,36,189,90,Guava,జామ,Farmyard Manure,పశువుల ఎరువు,DAP,డిఏపీ,Garlic Spray,వెల్లుల్లి స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Zaid,జైద్,Clay,బంకమట్టి,18,88,85,7.21,28,227,68,Orange,నారింజ,Neem Cake,వేపపిండి,NPK,ఎన్‌పీకే,Garlic Spray,వెల్లుల్లి స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Zaid,జైద్,Sandy,మణల్,107,89,19,7.56,20,284,81,Onion,ఉల్లి,Neem Cake,వేపపిండి,Urea,యూరియా,Chili Spray,మిరప స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Rabi,రబీ,Sandy,మణల్,52,97,91,8.31,28,62,43,Onion,ఉల్లి,Farmyard Manure,పశువుల ఎరువు,DAP,డిఏపీ,Garlic Spray,వెల్లుల్లి స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Zaid,జైద్,Sandy,మణల్,42,12,71,5.58,21,287,34,Watermelon,పుచ్చకాయ,Farmyard Manure,పశువుల ఎరువు,DAP,డిఏపీ,Garlic Spray,వెల్లుల్లి స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Rabi,రబీ,Loamy,లోమీ,75,110,104,8.24,40,242,70,Chilli,మిర్చి,Neem Cake,వేపపిండి,MOP,పొటాష్,Neem Oil,వేప నూనె,Cypermethrin,సైపర్‌మెత్రిన్
Zaid,జైద్,Sandy,మణల్,65,93,68,6.94,39,55,62,Rice,వరి,Vermicompost,వర్మి కంపోస్ట్,DAP,డిఏపీ,Garlic Spray,వెల్లుల్లి స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Rabi,రబీ,Loamy,లోమీ,79,38,85,7.18,34,292,57,Cucumber,దోసకాయ,Vermicompost,వర్మి కంపోస్ట్,DAP,డిఏపీ,Garlic Spray,వెల్లుల్లి స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Zaid,జైద్,Red,ఎర్ర మట్టి,104,65,41,6.11,38,187,51,Sugarcane,చెరకు,Neem Cake,వేపపిండి,NPK,ఎన్‌పీకే,Chili Spray,మిరప స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Kharif,ఖరీఫ్,Clay,బంకమట్టి,78,109,29,6.52,18,159,45,Okra,బెండకాయ,Neem Cake,వేపపిండి,DAP,డిఏపీ,Garlic Spray,వెల్లుల్లి స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Rabi,రబీ,Sandy,మణల్,46,65,37,8.33,24,271,56,Mustard,ఆవాలు,Compost,కంపోస్ట్,DAP,డిఏపీ,Garlic Spray,వెల్లుల్లి స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Kharif,ఖరీఫ్,Red,ఎర్ర మట్టి,103,25,22,7.92,34,229,64,Mustard,ఆవాలు,Farmyard Manure,పశువుల ఎరువు,Urea,యూరియా,Garlic Spray,వెల్లుల్లి స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Kharif,ఖరీఫ్,Red,ఎర్ర మట్టి,48,112,102,6.57,30,81,57,Radish,ముల్లంగి,Neem Cake,వేపపిండి,Urea,యూరియా,Chili Spray,మిరప స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Rabi,రబీ,Loamy,లోమీ,88,78,114,7.65,35,201,65,Mango,మామిడి,Farmyard Manure,పశువుల ఎరువు,DAP,డిఏపీ,Garlic Spray,వెల్లుల్లి స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Rabi,రబీ,Sandy,మణల్,47,77,16,5.83,22,52,78,Apple,సేపు,Farmyard Manure,పశువుల ఎరువు,NPK,ఎన్‌పీకే,Neem Oil,వేప నూనె,Chlorpyrifos,క్లోరోపైరిఫాస్
Kharif,ఖరీఫ్,Sandy,మణల్,73,19,10,6.67,28,222,63,Cabbage,క్యాబేజీ,Farmyard Manure,పశువుల ఎరువు,NPK,ఎన్‌పీకే,Neem Oil,వేప నూనె,Imidacloprid,ఇమిడాక్లోప్రిడ్
Kharif,ఖరీఫ్,Red,ఎర్ర మట్టి,92,53,71,7.85,17,72,73,Papaya,బొప్పాయి,Vermicompost,వర్మి కంపోస్ట్,Urea,యూరియా,Neem Oil,వేప నూనె,Chlorpyrifos,క్లోరోపైరిఫాస్
Rabi,రబీ,Loamy,లోమీ,38,120,76,8.14,38,66,60,Coriander,కొత్తిమీర,Compost,కంపోస్ట్,NPK,ఎన్‌పీకే,Chili Spray,మిరప స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Zaid,జైద్,Red,ఎర్ర మట్టి,62,77,84,7.41,21,67,30,Carrot,గాజర్,Compost,కంపోస్ట్,NPK,ఎన్‌పీకే,Neem Oil,వేప నూనె,Cypermethrin,సైపర్‌మెత్రిన్
Zaid,జైద్,Sandy,మణల్,54,95,101,8.05,35,134,74,Ridge Gourd,బీరకాయ,Neem Cake,వేపపిండి,DAP,డిఏపీ,Garlic Spray,వెల్లుల్లి స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Zaid,జైద్,Clay,బంకమట్టి,60,42,10,5.69,40,141,80,Pea,బఠాణి,Farmyard Manure,పశువుల ఎరువు,MOP,పొటాష్,Neem Oil,వేప నూనె,Imidacloprid,ఇమిడాక్లోప్రిడ్
Kharif,ఖరీఫ్,Black,నల్ల మట్టి,62,106,100,7.35,37,86,83,Potato,ఆలుగడ్డ,Vermicompost,వర్మి కంపోస్ట్,Urea,యూరియా,Chili Spray,మిరప స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Rabi,రబీ,Loamy,లోమీ,44,23,108,7.32,16,165,30,Turmeric,పసుపు,Vermicompost,వర్మి కంపోస్ట్,MOP,పొటాష్,Garlic Spray,వెల్లుల్లి స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Zaid,జైద్,Loamy,లోమీ,68,19,55,7.98,33,241,57,Mustard,ఆవాలు,Vermicompost,వర్మి కంపోస్ట్,Urea,యూరియా,Garlic Spray,వెల్లుల్లి స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Rabi,రబీ,Red,ఎర్ర మట్టి,55,116,116,5.95,32,163,41,Mustard,ఆవాలు,Compost,కంపోస్ట్,Urea,యూరియా,Chili Spray,మిరప స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Zaid,జైద్,Sandy,మణల్,35,64,28,6.78,35,55,79,Apple,సేపు,Neem Cake,వేపపిండి,DAP,డిఏపీ,Chili Spray,మిరప స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Kharif,ఖరీఫ్,Loamy,లోమీ,48,23,80,6.56,34,268,59,Muskmelon,ఖర్బూజ,Farmyard Manure,పశువుల ఎరువు,DAP,డిఏపీ,Neem Oil,వేప నూనె,Cypermethrin,సైపర్‌మెత్రిన్
Zaid,జైద్,Sandy,మణల్,74,106,19,7.06,35,200,49,Pea,బఠాణి,Neem Cake,వేపపిండి,MOP,పొటాష్,Chili Spray,మిరప స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Kharif,ఖరీఫ్,Sandy,మణల్,92,63,13,5.67,15,50,40,Fenugreek,మెంతికూర,Neem Cake,వేపపిండి,NPK,ఎన్‌పీకే,Chili Spray,మిరప స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Rabi,రబీ,Sandy,మణల్,82,114,33,6.87,16,216,69,Turmeric,పసుపు,Compost,కంపోస్ట్,Urea,యూరియా,Garlic Spray,వెల్లుల్లి స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Kharif,ఖరీఫ్,Clay,బంకమట్టి,43,61,39,7.33,39,245,57,Millet,సజ్జ,Compost,కంపోస్ట్,Urea,యూరియా,Neem Oil,వేప నూనె,Imidacloprid,ఇమిడాక్లోప్రిడ్
Rabi,రబీ,Red,ఎర్ర మట్టి,37,40,47,8.48,20,78,81,Okra,బెండకాయ,Farmyard Manure,పశువుల ఎరువు,DAP,డిఏపీ,Chili Spray,మిరప స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Kharif,ఖరీఫ్,Loamy,లోమీ,15,94,57,6.55,18,234,58,Pomegranate,దానిమ్మ,Neem Cake,వేపపిండి,Urea,యూరియా,Chili Spray,మిరప స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Kharif,ఖరీఫ్,Clay,బంకమట్టి,73,56,10,7.64,34,258,84,Cotton,పత్తి,Neem Cake,వేపపిండి,Urea,యూరియా,Chili Spray,మిరప స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Rabi,రబీ,Red,ఎర్ర మట్టి,98,109,67,7.81,25,253,84,Bitter Gourd,కాకరకాయ,Vermicompost,వర్మి కంపోస్ట్,Urea,యూరియా,Garlic Spray,వెల్లుల్లి స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Rabi,రబీ,Black,నల్ల మట్టి,46,26,93,7.53,24,137,31,Bottle Gourd,సొరకాయ,Neem Cake,వేపపిండి,NPK,ఎన్‌పీకే,Garlic Spray,వెల్లుల్లి స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Zaid,జైద్,Black,నల్ల మట్టి,45,50,83,5.78,28,171,66,Carrot,గాజర్,Compost,కంపోస్ట్,Urea,యూరియా,Neem Oil,వేప నూనె,Cypermethrin,సైపర్‌మెత్రిన్
Kharif,ఖరీఫ్,Loamy,లోమీ,50,97,67,7.58,28,287,90,Beetroot,బీట్‌రూట్,Neem Cake,వేపపిండి,NPK,ఎన్‌పీకే,Neem Oil,వేప నూనె,Chlorpyrifos,క్లోరోపైరిఫాస్
Zaid,జైద్,Sandy,మణల్,73,42,93,6.42,15,275,41,Apple,సేపు,Compost,కంపోస్ట్,DAP,డిఏపీ,Neem Oil,వేప నూనె,Chlorpyrifos,క్లోరోపైరిఫాస్
Kharif,ఖరీఫ్,Sandy,మణల్,78,73,45,8.28,19,140,53,Gram,సెనగ,Vermicompost,వర్మి కంపోస్ట్,MOP,పొటాష్,Chili Spray,మిరప స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Zaid,జైద్,Loamy,లోమీ,95,100,25,5.88,24,224,82,Garlic,వెల్లులి,Farmyard Manure,పశువుల ఎరువు,DAP,డిఏపీ,Garlic Spray,వెల్లుల్లి స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Kharif,ఖరీఫ్,Loamy,లోమీ,107,30,116,5.71,16,207,62,Spinach,పాలకూర,Compost,కంపోస్ట్,MOP,పొటాష్,Garlic Spray,వెల్లుల్లి స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Zaid,జైద్,Sandy,మణల్,54,77,49,7.51,26,159,34,Turnip,టర్నిప్,Farmyard Manure,పశువుల ఎరువు,NPK,ఎన్‌పీకే,Chili Spray,మిరప స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Zaid,జైద్,Black,నల్ల మట్టి,19,88,21,7.49,23,264,38,Groundnut,వేరుశెనగ,Neem Cake,వేపపిండి,DAP,డిఏపీ,Neem Oil,వేప నూనె,Imidacloprid,ఇమిడాక్లోప్రిడ్
Rabi,రబీ,Sandy,మణల్,84,94,95,7.0,38,129,84,Onion,ఉల్లి,Neem Cake,వేపపిండి,MOP,పొటాష్,Garlic Spray,వెల్లుల్లి స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Zaid,జైద్,Loamy,లోమీ,80,100,95,5.94,38,143,39,Bitter Gourd,కాకరకాయ,Compost,కంపోస్ట్,DAP,డిఏపీ,Chili Spray,మిరప స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Rabi,రబీ,Clay,బంకమట్టి,78,96,49,6.15,23,52,36,Coriander,కొత్తిమీర,Compost,కంపోస్ట్,NPK,ఎన్‌పీకే,Neem Oil,వేప నూనె,Imidacloprid,ఇమిడాక్లోప్రిడ్
Zaid,జైద్,Sandy,మణల్,92,75,31,6.75,34,241,63,Millet,సజ్జ,Compost,కంపోస్ట్,NPK,ఎన్‌పీకే,Garlic Spray,వెల్లుల్లి స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Zaid,జైద్,Black,నల్ల మట్టి,112,16,97,7.14,19,56,39,Sunflower,సూర్యకాంతి,Neem Cake,వేపపిండి,MOP,పొటాష్,Neem Oil,వేప నూనె,Chlorpyrifos,క్లోరోపైరిఫాస్
Zaid,జైద్,Black,నల్ల మట్టి,53,78,108,6.89,39,80,30,Banana,అరటి,Farmyard Manure,పశువుల ఎరువు,NPK,ఎన్‌పీకే,Chili Spray,మిరప స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Zaid,జైద్,Sandy,మణల్,88,15,12,6.48,18,126,38,Groundnut,వేరుశెనగ,Compost,కంపోస్ట్,DAP,డిఏపీ,Neem Oil,వేప నూనె,Imidacloprid,ఇమిడాక్లోప్రిడ్
Rabi,రబీ,Clay,బంకమట్టి,104,119,18,8.33,38,155,38,Fenugreek,మెంతికూర,Vermicompost,వర్మి కంపోస్ట్,DAP,డిఏపీ,Garlic Spray,వెల్లుల్లి స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Zaid,జైద్,Sandy,మణల్,51,85,117,7.29,25,253,79,Pumpkin,గుమ్మడికాయ,Neem Cake,వేపపిండి,NPK,ఎన్‌పీకే,Neem Oil,వేప నూనె,Imidacloprid,ఇమిడాక్లోప్రిడ్
Kharif,ఖరీఫ్,Loamy,లోమీ,12,37,87,7.79,16,288,87,Mango,మామిడి,Vermicompost,వర్మి కంపోస్ట్,Urea,యూరియా,Neem Oil,వేప నూనె,Imidacloprid,ఇమిడాక్లోప్రిడ్
Rabi,రబీ,Clay,బంకమట్టి,11,92,32,7.07,33,249,68,Turmeric,పసుపు,Vermicompost,వర్మి కంపోస్ట్,NPK,ఎన్‌పీకే,Garlic Spray,వెల్లుల్లి స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Kharif,ఖరీఫ్,Loamy,లోమీ,75,112,81,7.45,31,80,46,Pomegranate,దానిమ్మ,Compost,కంపోస్ట్,MOP,పొటాష్,Garlic Spray,వెల్లుల్లి స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Zaid,జైద్,Clay,బంకమట్టి,90,75,119,7.94,27,295,68,Guava,జామ,Farmyard Manure,పశువుల ఎరువు,NPK,ఎన్‌పీకే,Neem Oil,వేప నూనె,Imidacloprid,ఇమిడాక్లోప్రిడ్
Kharif,ఖరీఫ్,Black,నల్ల మట్టి,103,81,58,7.39,18,108,65,Sorghum,జొన్న,Compost,కంపోస్ట్,Urea,యూరియా,Chili Spray,మిరప స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Zaid,జైద్,Red,ఎర్ర మట్టి,73,65,58,7.14,39,156,35,Sorghum,జొన్న,Vermicompost,వర్మి కంపోస్ట్,DAP,డిఏపీ,Neem Oil,వేప నూనె,Chlorpyrifos,క్లోరోపైరిఫాస్
Rabi,రబీ,Clay,బంకమట్టి,16,107,43,6.48,36,183,31,Fenugreek,మెంతికూర,Neem Cake,వేపపిండి,NPK,ఎన్‌పీకే,Garlic Spray,వెల్లుల్లి స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Zaid,జైద్,Sandy,మణల్,100,66,13,8.21,27,55,50,Wheat,గోధుమ,Neem Cake,వేపపిండి,NPK,ఎన్‌పీకే,Neem Oil,వేప నూనె,Cypermethrin,సైపర్‌మెత్రిన్
Rabi,రబీ,Loamy,లోమీ,115,38,100,7.82,40,237,79,Potato,ఆలుగడ్డ,Compost,కంపోస్ట్,NPK,ఎన్‌పీకే,Garlic Spray,వెల్లుల్లి స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Rabi,రబీ,Sandy,మణల్,92,93,115,7.28,24,204,72,Brinjal,వంకాయ,Farmyard Manure,పశువుల ఎరువు,MOP,పొటాష్,Garlic Spray,వెల్లుల్లి స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Rabi,రబీ,Red,ఎర్ర మట్టి,59,81,87,5.81,16,86,85,Sugarcane,చెరకు,Neem Cake,వేపపిండి,Urea,యూరియా,Garlic Spray,వెల్లుల్లి స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Zaid,జైద్,Sandy,మణల్,51,103,13,6.98,25,67,80,Potato,ఆలుగడ్డ,Compost,కంపోస్ట్,Urea,యూరియా,Chili Spray,మిరప స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Kharif,ఖరీఫ్,Black,నల్ల మట్టి,76,50,74,5.92,34,229,57,Turmeric,పసుపు,Vermicompost,వర్మి కంపోస్ట్,DAP,డిఏపీ,Garlic Spray,వెల్లుల్లి స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Zaid,జైద్,Sandy,మణల్,36,86,78,7.61,19,253,86,Sorghum,జొన్న,Farmyard Manure,పశువుల ఎరువు,MOP,పొటాష్,Chili Spray,మిరప స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Zaid,జైద్,Red,ఎర్ర మట్టి,58,40,16,6.35,36,80,84,Cotton,పత్తి,Farmyard Manure,పశువుల ఎరువు,MOP,పొటాష్,Garlic Spray,వెల్లుల్లి స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Zaid,జైద్,Clay,బంకమట్టి,119,108,15,7.34,29,120,67,Bitter Gourd,కాకరకాయ,Compost,కంపోస్ట్,MOP,పొటాష్,Chili Spray,మిరప స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Zaid,జైద్,Clay,బంకమట్టి,91,86,40,8.39,18,56,56,Radish,ముల్లంగి,Farmyard Manure,పశువుల ఎరువు,NPK,ఎన్‌పీకే,Chili Spray,మిరప స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Kharif,ఖరీఫ్,Clay,బంకమట్టి,70,30,28,7.01,30,120,75,Muskmelon,ఖర్బూజ,Neem Cake,వేపపిండి,Urea,యూరియా,Neem Oil,వేప నూనె,Chlorpyrifos,క్లోరోపైరిఫాస్
Zaid,జైద్,Loamy,లోమీ,116,18,91,7.04,32,211,84,Gram,సెనగ,Vermicompost,వర్మి కంపోస్ట్,NPK,ఎన్‌పీకే,Neem Oil,వేప నూనె,Imidacloprid,ఇమిడాక్లోప్రిడ్
Kharif,ఖరీఫ్,Red,ఎర్ర మట్టి,104,93,80,7.47,33,245,69,Coriander,కొత్తిమీర,Farmyard Manure,పశువుల ఎరువు,Urea,యూరియా,Chili Spray,మిరప స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Zaid,జైద్,Sandy,మణల్,62,55,41,5.6,38,144,56,Beetroot,బీట్‌రూట్,Neem Cake,వేపపిండి,MOP,పొటాష్,Neem Oil,వేప నూనె,Cypermethrin,సైపర్‌మెత్రిన్
Rabi,రబీ,Sandy,మణల్,46,31,76,8.22,27,98,66,Cotton,పత్తి,Farmyard Manure,పశువుల ఎరువు,Urea,యూరియా,Neem Oil,వేప నూనె,Chlorpyrifos,క్లోరోపైరిఫాస్
Zaid,జైద్,Red,ఎర్ర మట్టి,117,32,30,8.43,24,92,43,Banana,అరటి,Neem Cake,వేపపిండి,Urea,యూరియా,Garlic Spray,వెల్లుల్లి స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Kharif,ఖరీఫ్,Loamy,లోమీ,23,18,82,6.97,17,104,55,Muskmelon,ఖర్బూజ,Farmyard Manure,పశువుల ఎరువు,NPK,ఎన్‌పీకే,Chili Spray,మిరప స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Kharif,ఖరీఫ్,Clay,బంకమట్టి,59,68,97,7.51,15,152,83,Maize,మొక్కజొన్న,Vermicompost,వర్మి కంపోస్ట్,MOP,పొటాష్,Neem Oil,వేప నూనె,Cypermethrin,సైపర్‌మెత్రిన్
Zaid,జైద్,Red,ఎర్ర మట్టి,75,51,59,8.4,19,272,80,Papaya,బొప్పాయి,Farmyard Manure,పశువుల ఎరువు,DAP,డిఏపీ,Chili Spray,మిరప స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Kharif,ఖరీఫ్,Loamy,లోమీ,37,26,78,7.4,18,220,90,Ginger,అల్లం,Neem Cake,వేపపిండి,DAP,డిఏపీ,Neem Oil,వేప నూనె,Cypermethrin,సైపర్‌మెత్రిన్
Rabi,రబీ,Sandy,మణల్,88,37,98,7.43,20,261,55,Sorghum,జొన్న,Farmyard Manure,పశువుల ఎరువు,NPK,ఎన్‌పీకే,Neem Oil,వేప నూనె,Imidacloprid,ఇమిడాక్లోప్రిడ్
Rabi,రబీ,Sandy,మణల్,100,63,95,6.09,19,85,82,Cotton,పత్తి,Neem Cake,వేపపిండి,NPK,ఎన్‌పీకే,Garlic Spray,వెల్లుల్లి స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Kharif,ఖరీఫ్,Black,నల్ల మట్టి,22,76,115,6.0,22,209,75,Grapes,ద్రాక్ష,Compost,కంపోస్ట్,Urea,యూరియా,Neem Oil,వేప నూనె,Imidacloprid,ఇమిడాక్లోప్రిడ్
Kharif,ఖరీఫ్,Clay,బంకమట్టి,16,93,65,8.36,37,149,58,Turnip,టర్నిప్,Neem Cake,వేపపిండి,DAP,డిఏపీ,Chili Spray,మిరప స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Zaid,జైద్,Loamy,లోమీ,97,110,51,5.74,38,245,67,Fenugreek,మెంతికూర,Vermicompost,వర్మి కంపోస్ట్,DAP,డిఏపీ,Neem Oil,వేప నూనె,Chlorpyrifos,క్లోరోపైరిఫాస్
Rabi,రబీ,Red,ఎర్ర మట్టి,43,50,57,5.61,34,113,87,Garlic,వెల్లులి,Vermicompost,వర్మి కంపోస్ట్,NPK,ఎన్‌పీకే,Neem Oil,వేప నూనె,Cypermethrin,సైపర్‌మెత్రిన్
Zaid,జైద్,Red,ఎర్ర మట్టి,37,73,120,6.83,31,85,51,Wheat,గోధుమ,Compost,కంపోస్ట్,MOP,పొటాష్,Chili Spray,మిరప స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Kharif,ఖరీఫ్,Clay,బంకమట్టి,78,36,117,7.07,23,103,51,Sunflower,సూర్యకాంతి,Farmyard Manure,పశువుల ఎరువు,MOP,పొటాష్,Neem Oil,వేప నూనె,Chlorpyrifos,క్లోరోపైరిఫాస్
Rabi,రబీ,Loamy,లోమీ,57,24,98,7.54,39,57,42,Fenugreek,మెంతికూర,Vermicompost,వర్మి కంపోస్ట్,Urea,యూరియా,Garlic Spray,వెల్లుల్లి స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Zaid,జైద్,Red,ఎర్ర మట్టి,56,60,21,8.26,31,81,31,Muskmelon,ఖర్బూజ,Farmyard Manure,పశువుల ఎరువు,MOP,పొటాష్,Neem Oil,వేప నూనె,Imidacloprid,ఇమిడాక్లోప్రిడ్
Zaid,జైద్,Red,ఎర్ర మట్టి,29,66,33,7.92,25,283,33,Soybean,సోయాబీన్,Farmyard Manure,పశువుల ఎరువు,Urea,యూరియా,Chili Spray,మిరప స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
